108	126	432
406	407	425
401	419	420
401	402	420
434	435	453
460	478	479
403	421	422
403	404	422
436	454	455
407	408	426
405	423	424
405	406	424
408	409	427
411	429	430
432	450	451
432	433	451
415	416	434
411	412	430
410	428	429
408	426	427
410	411	429
409	410	428
409	427	428
412	430	431
420	421	439
412	413	431
436	437	455
458	476	477
422	423	441
433	451	452
433	434	452
480	497	498
424	442	443
452	470	471
417	435	436
417	418	436
108	432	450
452	453	471
419	437	438
419	420	438
424	425	443
454	472	473
421	439	440
421	422	440
450	468	469
450	451	469
423	441	442
423	424	442
454	455	473
471	488	489
425	443	444
425	426	444
438	456	457
426	444	445
426	427	445
503	520	521
429	447	448
427	445	446
429	430	448
428	429	447
428	446	447
438	439	457
445	446	464
430	431	449
430	448	449
440	458	459
54	72	468
72	90	468
440	441	459
471	472	489
473	490	491
435	453	454
435	436	454
108	450	468
442	460	461
437	455	456
437	438	456
90	108	468
442	443	461
439	457	458
439	440	458
18	36	468
441	459	460
441	442	460
36	54	468
456	474	475
444	462	463
444	445	463
451	469	470
451	452	470
447	448	466
456	457	475
498	499	516
445	463	464
485	502	503
446	447	465
446	464	465
447	465	466
448	449	467
448	466	467
473	474	491
469	486	487
469	470	487
475	492	493
458	459	477
453	471	472
453	454	472
489	506	507
460	461	479
455	473	474
455	456	474
475	476	493
468	469	486
457	475	476
457	458	476
18	468	486
461	462	480
459	477	478
459	460	478
462	463	481
465	483	484
489	490	507
491	508	509
477	494	495
465	466	484
464	482	483
462	480	481
464	465	483
463	464	482
463	481	482
466	484	485
470	487	488
466	467	485
470	471	488
484	501	502
517	518	535
491	492	509
487	504	505
487	488	505
472	489	490
472	473	490
477	478	495
486	487	504
479	496	497
474	491	492
474	475	492
493	510	511
507	524	525
493	494	511
476	493	494
476	477	494
479	480	497
507	508	525
478	495	496
478	479	496
480	481	498
481	482	499
603	621	622
603	604	622
488	505	506
483	500	501
483	484	501
481	498	499
484	485	502
482	483	500
482	499	500
488	489	506
467	485	503
495	512	513
502	519	520
509	526	527
534	535	552
509	510	527
505	522	523
490	507	508
490	491	508
495	496	513
505	506	523
497	514	515
492	509	510
492	493	510
504	505	522
511	528	529
494	511	512
494	495	512
525	542	543
497	498	515
511	512	529
496	513	514
496	497	514
590	591	609
502	503	520
525	526	543
506	523	524
499	516	517
498	515	516
499	500	517
501	518	519
501	502	519
500	501	518
500	517	518
521	538	539
506	507	524
513	530	531
520	537	538
527	544	545
553	554	571
527	528	545
523	540	541
508	525	526
508	509	526
513	514	531
523	524	541
522	523	540
510	527	528
510	511	528
529	546	547
543	560	561
512	529	530
512	513	530
529	530	547
570	571	589
543	544	561
514	531	532
514	515	532
516	533	534
515	532	533
515	516	533
516	517	534
524	541	542
519	536	537
519	520	537
517	534	535
520	521	538
518	519	536
518	535	536
524	525	542
533	550	551
538	555	556
545	562	563
612	630	631
545	546	563
541	558	559
526	543	544
526	527	544
531	548	549
541	542	559
528	545	546
528	529	546
531	532	549
540	541	558
530	547	548
530	531	548
547	564	565
600	618	619
533	534	551
532	549	550
532	533	550
547	548	565
598	616	617
538	539	556
560	578	579
542	559	560
535	552	553
534	551	552
535	536	553
537	554	555
537	538	555
536	537	554
536	553	554
539	556	557
542	543	560
549	566	567
560	561	579
562	580	581
558	576	577
558	559	577
562	563	581
544	561	562
544	545	562
549	550	567
585	603	604
559	577	578
546	563	564
546	547	564
577	595	596
577	578	596
548	565	566
548	549	566
559	560	578
597	615	616
557	574	575
550	567	568
550	551	568
552	569	570
551	568	569
551	552	569
552	553	570
583	601	602
558	576	594
556	573	574
553	570	571
556	557	574
554	555	572
554	571	572
555	556	573
555	572	573
564	582	583
572	573	591
564	565	583
540	558	594
597	598	616
576	594	595
576	577	595
583	584	602
561	579	580
561	562	580
566	584	585
578	596	597
563	581	582
563	564	582
566	567	585
612	613	631
565	583	584
565	566	584
567	585	586
567	568	586
623	641	642
598	599	617
569	587	588
568	586	587
568	569	587
569	570	588
614	632	633
578	579	597
570	588	589
540	594	612
571	572	590
571	589	590
572	590	591
614	615	633
573	574	592
573	591	592
574	575	593
574	592	593
580	598	599
522	540	612
580	581	599
595	613	614
594	612	613
579	597	598
579	580	598
582	600	601
582	583	601
581	599	600
581	582	600
585	586	604
594	595	613
595	596	614
584	602	603
584	585	603
599	617	618
623	624	642
634	652	653
586	604	605
586	587	605
587	605	606
587	588	606
589	607	608
589	590	608
588	589	607
588	606	607
634	635	653
596	614	615
590	608	609
608	609	627
591	592	610
591	609	610
592	593	611
592	610	611
596	597	615
616	634	635
616	617	635
599	600	618
600	601	619
601	619	620
636	654	655
636	637	655
601	602	620
605	606	624
641	659	660
613	631	632
613	614	632
602	620	621
602	603	621
652	670	671
522	612	630
504	522	630
618	636	637
607	625	626
604	622	623
604	605	623
632	650	651
607	608	626
605	623	624
606	607	625
606	624	625
618	619	637
630	648	649
608	626	627
628	646	647
609	610	628
609	627	628
610	611	629
610	628	629
615	633	634
630	631	649
632	633	651
615	616	634
652	653	671
621	639	640
617	635	636
617	618	636
659	677	678
619	637	638
619	620	638
620	638	639
504	630	648
620	621	639
621	622	640
486	504	648
657	675	676
624	625	643
631	649	650
631	632	650
622	640	641
622	623	641
633	651	652
633	634	652
627	645	646
627	628	646
624	642	643
628	629	647
625	626	644
625	643	644
626	627	645
626	644	645
670	688	689
644	645	663
641	642	660
648	666	667
648	649	667
670	671	689
650	668	669
635	653	654
635	636	654
650	651	669
672	690	691
639	657	658
637	655	656
637	638	656
638	656	657
654	672	673
638	639	657
639	640	658
486	648	666
18	486	666
651	669	670
640	658	659
640	641	659
672	673	691
649	667	668
677	695	696
643	661	662
643	644	662
642	643	661
642	660	661
649	650	668
688	706	707
644	662	663
664	682	683
645	646	664
645	663	664
646	647	665
646	664	665
668	686	687
651	652	670
666	684	685
666	667	685
653	671	672
653	654	672
654	655	673
657	658	676
668	669	687
655	673	674
655	656	674
656	674	675
18	666	684
656	657	675
659	660	678
0	18	684
688	689	707
660	661	679
667	685	686
658	676	677
658	659	677
667	668	686
669	687	688
669	670	688
663	681	682
663	664	682
660	678	679
664	665	683
661	662	680
661	679	680
662	663	681
662	680	681
695	713	714
680	681	699
677	678	696
693	711	712
706	724	725
684	702	703
684	685	703
671	689	690
671	672	690
706	707	725
686	704	705
675	693	694
673	691	692
673	674	692
674	692	693
686	687	705
674	675	693
675	676	694
708	726	727
690	708	709
687	705	706
676	694	695
676	677	695
0	684	702
685	703	704
708	709	727
679	697	698
679	680	698
678	679	697
678	696	697
685	686	704
713	731	732
680	698	699
700	718	719
681	682	700
681	699	700
682	683	701
682	700	701
724	742	743
687	688	706
704	722	723
702	720	721
689	707	708
689	690	708
690	691	709
693	694	712
702	703	721
691	709	710
691	692	710
692	710	711
704	705	723
692	693	711
695	696	714
0	702	720
724	725	743
696	697	715
703	721	722
694	712	713
694	695	713
703	704	722
705	723	724
705	706	724
699	717	718
699	700	718
696	714	715
700	701	719
697	698	716
697	715	716
698	699	717
698	716	717
752	753	771
731	749	750
716	717	735
713	714	732
722	740	741
722	723	741
720	738	739
720	721	739
707	725	726
707	708	726
726	744	745
749	767	768
711	729	730
709	727	728
709	710	728
710	728	729
726	727	745
710	711	729
711	712	730
767	785	786
728	746	747
760	778	779
712	730	731
712	713	731
0	720	738
721	739	740
736	754	755
760	761	779
715	733	734
715	716	734
714	715	733
714	732	733
721	722	740
716	734	735
736	737	755
717	718	736
717	735	736
718	719	737
718	736	737
740	758	759
728	729	747
740	741	759
729	747	748
723	741	742
723	724	742
738	756	757
725	743	744
725	726	744
729	730	748
738	739	757
0	738	756
727	745	746
727	728	746
762	780	781
731	732	750
730	748	749
730	731	749
776	794	795
739	757	758
732	733	751
739	740	758
742	760	761
742	743	761
735	753	754
732	750	751
735	736	754
733	734	752
733	751	752
734	735	753
734	752	753
744	762	763
757	775	776
757	758	776
759	777	778
759	760	778
744	745	763
756	774	775
743	761	762
743	744	762
741	759	760
741	742	760
756	757	775
747	765	766
745	763	764
745	746	764
0	756	774
746	764	765
746	747	765
747	748	766
776	777	795
749	750	768
762	763	781
748	766	767
748	749	767
761	779	780
785	803	804
751	769	770
751	752	770
750	751	769
750	768	769
758	776	777
758	759	777
752	770	771
772	790	791
753	754	772
753	771	772
754	755	773
754	772	773
785	786	804
796	814	815
796	797	815
761	762	780
764	782	783
763	781	782
774	792	793
774	775	793
763	764	782
764	765	783
765	783	784
778	796	797
778	779	797
765	766	784
767	768	786
798	816	817
775	793	794
768	769	787
766	784	785
766	767	785
775	776	794
798	799	817
780	798	799
771	789	790
771	772	790
768	786	787
772	773	791
769	770	788
769	787	788
770	771	789
770	788	789
780	781	799
788	789	807
777	795	796
803	821	822
821	822	839
777	778	796
792	810	811
792	793	811
783	801	802
779	797	798
779	780	798
794	812	813
782	800	801
781	799	800
781	782	800
794	795	813
782	783	801
783	784	802
820	837	838
795	813	814
784	802	803
784	785	803
793	811	812
793	794	812
820	821	838
787	805	806
787	788	806
786	787	805
786	804	805
838	839	856
795	796	814
788	806	807
808	826	827
789	790	808
789	807	808
790	791	809
790	808	809
801	819	820
842	859	860
811	828	829
797	815	816
797	798	816
811	812	829
810	811	828
813	830	831
799	817	818
799	800	818
801	802	820
800	818	819
813	814	831
800	801	819
803	804	822
818	835	836
804	805	823
857	858	875
802	820	821
802	803	821
816	833	834
812	829	830
812	813	830
807	825	826
807	808	826
804	822	823
808	809	827
805	806	824
805	823	824
806	807	825
806	824	825
856	873	874
827	844	845
874	875	892
815	832	833
815	816	833
829	846	847
829	830	847
816	817	834
828	829	846
814	831	832
814	815	832
818	819	836
817	834	835
817	818	835
836	853	854
831	848	849
830	847	848
819	836	837
819	820	837
826	843	844
830	831	848
831	832	849
824	841	842
821	838	839
824	825	842
822	823	840
822	839	840
823	824	841
823	840	841
878	879	896
826	827	844
825	826	843
825	842	843
833	850	851
843	844	861
891	892	909
833	834	851
835	852	853
854	871	872
846	847	864
832	849	850
832	833	850
835	836	853
836	837	854
834	851	852
834	835	852
847	864	865
847	848	865
842	843	860
837	854	855
837	838	855
848	865	866
848	849	866
854	855	872
839	856	857
838	855	856
839	840	857
841	858	859
841	842	859
840	841	858
840	857	858
849	866	867
849	850	867
850	867	868
850	851	868
843	860	861
861	862	879
844	845	862
844	861	862
845	862	863
892	893	910
911	912	929
914	915	932
864	865	882
851	868	869
851	852	869
856	857	874
853	870	871
852	869	870
852	853	870
853	854	871
865	882	883
865	866	883
867	884	885
863	880	881
855	872	873
855	856	873
866	883	884
866	867	884
859	876	877
859	860	877
857	874	875
862	879	880
858	859	876
858	875	876
894	911	912
862	863	880
860	861	878
860	877	878
861	878	879
867	868	885
869	886	887
881	898	899
928	929	946
869	870	887
882	883	900
871	888	889
868	885	886
868	869	886
932	933	950
871	872	889
872	889	890
870	887	888
870	871	888
872	873	890
884	901	902
884	885	902
883	900	901
883	884	901
873	890	891
873	874	891
890	907	908
885	902	903
874	891	892
880	897	898
875	876	893
875	892	893
876	877	894
876	893	894
877	878	895
877	894	895
878	895	896
880	881	898
879	880	897
879	896	897
885	886	903
899	916	917
887	904	905
910	927	928
903	920	921
887	888	905
886	903	904
886	887	904
901	918	919
890	891	908
901	902	919
888	905	906
888	889	906
889	906	907
889	890	907
894	895	912
900	901	918
902	919	920
895	912	913
891	908	909
895	896	913
892	909	910
896	897	914
893	894	911
893	910	911
902	903	920
903	904	921
905	922	923
898	915	916
896	913	914
898	899	916
897	898	915
897	914	915
904	921	922
917	934	935
904	905	922
918	919	936
905	906	923
907	924	925
907	908	925
908	925	926
906	923	924
906	907	924
908	909	926
919	936	937
910	911	928
919	920	937
921	938	939
909	926	927
909	910	927
920	937	938
920	921	938
921	922	939
923	940	941
911	928	929
916	933	934
912	913	930
912	929	930
913	914	931
913	930	931
914	931	932
916	917	934
915	916	933
915	932	933
922	939	940
935	952	953
922	923	940
923	924	941
925	942	943
925	926	943
926	943	944
924	941	942
924	925	942
926	927	944
927	944	945
927	928	945
928	945	946
934	951	952
929	930	947
929	946	947
930	931	948
930	947	948
931	932	949
931	948	949
932	949	950
934	935	952
933	934	951
933	950	951
