1	18	19
1	2	19
3	20	21
3	4	21
5	22	23
5	6	23
7	24	25
7	8	25
55	72	73
37	54	55
19	36	37
19	20	37
37	38	55
55	56	73
39	56	57
21	38	39
0	1	18
336	353	354
9	26	27
9	10	27
2	19	20
2	3	20
21	22	39
39	40	57
4	21	22
4	5	22
11	28	29
11	12	29
6	23	24
6	7	24
8	25	26
8	9	26
23	40	41
23	24	41
10	27	28
10	11	28
25	42	43
13	30	31
12	29	30
12	13	30
25	26	43
13	14	31
14	31	32
14	15	32
68	85	86
41	58	59
15	32	33
15	16	33
18	19	36
35	52	53
16	17	34
16	33	34
355	356	373
17	34	35
27	44	45
41	42	59
20	37	38
20	21	38
27	28	45
36	37	54
22	39	40
22	23	40
29	46	47
373	391	392
24	41	42
24	25	42
29	30	47
389	407	408
26	43	44
26	27	44
31	48	49
43	60	61
28	45	46
28	29	46
31	32	49
38	55	56
30	47	48
30	31	48
38	39	56
32	49	50
32	33	50
33	50	51
33	34	51
43	44	61
53	70	71
34	35	52
34	51	52
57	74	75
40	57	58
57	58	75
40	41	58
45	62	63
45	46	63
81	98	99
42	59	60
42	43	60
59	76	77
59	60	77
47	64	65
44	61	62
44	45	62
54	55	72
47	48	65
56	73	74
46	63	64
56	57	74
46	47	64
49	66	67
49	50	67
79	96	97
48	65	66
48	49	66
51	68	69
77	94	95
51	52	69
50	67	68
50	51	68
73	90	91
58	75	76
52	53	70
52	69	70
58	59	76
61	78	79
73	74	91
61	62	79
75	92	93
60	77	78
60	61	78
75	76	93
77	78	95
62	79	80
62	63	80
72	73	90
63	80	81
63	64	81
64	81	82
79	80	97
64	65	82
66	83	84
65	82	83
104	105	122
65	66	83
66	67	84
380	398	399
362	380	381
68	69	86
67	84	85
67	68	85
362	363	381
69	70	87
81	82	99
95	112	113
74	91	92
69	86	87
95	96	113
70	71	88
70	87	88
71	88	89
74	75	92
302	319	320
91	108	109
91	92	109
140	157	158
76	93	94
76	77	94
90	91	108
248	265	266
86	87	104
78	95	96
78	79	96
89	106	107
230	231	248
80	97	98
80	81	98
83	100	101
83	84	101
82	99	100
82	83	100
93	110	111
85	102	103
84	101	102
84	85	102
85	86	103
93	94	111
115	132	133
87	104	105
86	103	104
87	88	105
94	111	112
88	89	106
88	105	106
97	114	115
92	109	110
92	93	110
115	116	133
109	126	127
94	95	112
96	113	114
96	97	114
108	109	126
97	98	115
212	213	230
98	115	116
98	99	116
100	117	118
109	110	127
99	116	117
99	100	117
100	101	118
111	128	129
111	112	129
101	118	119
101	102	119
113	130	131
113	114	131
102	119	120
102	103	120
103	120	121
103	104	121
107	124	125
105	122	123
104	121	122
105	106	123
199	216	217
106	107	124
106	123	124
122	139	140
110	127	128
110	111	128
171	188	189
127	144	145
122	123	140
112	129	130
112	113	130
126	127	144
194	195	212
114	131	132
114	115	132
117	134	135
127	128	145
117	118	135
116	133	134
116	117	134
129	146	147
119	136	137
118	135	136
118	119	136
119	120	137
129	130	147
123	124	141
120	137	138
120	121	138
121	138	139
121	122	139
132	149	150
131	148	149
125	142	143
131	132	149
123	140	141
124	125	142
124	141	142
158	159	176
128	145	146
128	129	146
144	145	162
181	198	199
132	133	150
130	147	148
130	131	148
151	168	169
133	150	151
133	134	151
145	162	163
145	146	163
135	152	153
134	151	152
134	135	152
135	136	153
147	164	165
137	154	155
136	153	154
136	137	154
137	138	155
140	141	158
139	156	157
138	155	156
138	139	156
139	140	157
147	148	165
141	142	159
151	152	169
149	166	167
146	163	164
141	158	159
161	178	179
142	143	160
142	159	160
143	160	161
146	147	164
171	172	189
163	180	181
149	150	167
148	165	166
148	149	166
162	163	180
153	170	171
150	167	168
150	151	168
180	181	198
152	169	170
152	153	170
153	154	171
163	164	181
165	182	183
155	172	173
154	171	172
154	155	172
155	156	173
165	166	183
157	174	175
156	173	174
156	157	174
157	158	175
167	184	185
167	168	185
159	176	177
158	175	176
159	160	177
181	182	199
160	161	178
160	177	178
176	177	194
164	181	182
164	165	182
183	200	201
162	180	198
169	186	187
166	183	184
166	167	184
198	199	216
169	170	187
168	185	186
168	169	186
199	200	217
170	187	188
170	171	188
179	196	197
183	184	201
266	267	284
173	190	191
172	189	190
172	173	190
173	174	191
217	234	235
185	202	203
174	191	192
174	175	192
175	192	193
175	176	193
185	186	203
177	194	195
176	193	194
177	178	195
188	205	206
178	179	196
178	195	196
197	214	215
182	199	200
182	183	200
162	198	216
144	162	216
187	204	205
184	201	202
184	185	202
201	218	219
187	188	205
186	203	204
186	187	204
201	202	219
188	189	206
189	206	207
189	190	207
203	220	221
191	208	209
190	207	208
190	191	208
191	192	209
216	217	234
203	204	221
217	218	235
192	209	210
192	193	210
193	210	211
193	194	211
234	235	252
195	212	213
194	211	212
195	196	213
205	222	223
196	197	214
196	213	214
215	232	233
200	217	218
200	201	218
246	263	264
235	252	253
205	206	223
202	219	220
202	203	220
144	216	234
207	224	225
204	221	222
204	205	222
126	144	234
207	208	225
206	223	224
206	207	224
289	306	307
209	226	227
208	225	226
208	209	226
209	210	227
219	236	237
219	220	237
221	238	239
210	227	228
210	211	228
211	228	229
211	212	229
221	222	239
213	230	231
212	229	230
213	214	231
223	240	241
214	215	232
214	231	232
284	301	302
218	235	236
218	219	236
270	271	288
253	270	271
223	224	241
220	237	238
220	221	238
235	236	253
225	242	243
222	239	240
222	223	240
237	254	255
225	226	243
224	241	242
224	225	242
237	238	255
226	243	244
226	227	244
227	244	245
239	256	257
227	228	245
239	240	257
236	253	254
228	245	246
228	229	246
229	246	247
229	230	247
233	250	251
231	248	249
230	247	248
231	232	249
252	253	270
232	233	250
232	249	250
245	262	263
253	254	271
236	237	254
281	298	299
271	288	289
241	258	259
238	255	256
238	239	256
288	289	306
241	242	259
240	257	258
240	241	258
289	290	307
243	260	261
242	259	260
242	243	260
318	335	336
243	244	261
244	261	262
244	245	262
255	272	273
245	246	263
246	247	264
255	256	273
248	249	266
257	274	275
247	264	265
247	248	265
249	250	267
257	258	275
259	276	277
254	271	272
249	266	267
306	307	324
250	251	268
250	267	268
251	268	269
254	255	272
271	272	289
316	333	334
259	260	277
256	273	274
256	257	274
324	325	342
261	278	279
258	275	276
258	259	276
273	290	291
261	262	279
260	277	278
260	261	278
270	288	306
263	280	281
262	279	280
262	263	280
252	270	306
263	264	281
273	274	291
265	282	283
264	281	282
264	265	282
265	266	283
275	292	293
269	286	287
267	284	285
266	283	284
267	268	285
275	276	293
268	269	286
268	285	286
284	285	302
272	289	290
272	273	290
334	351	352
380	381	399
277	294	295
274	291	292
274	275	292
252	306	324
277	278	295
276	293	294
276	277	294
291	308	309
279	296	297
278	295	296
278	279	296
291	292	309
279	280	297
280	297	298
280	281	298
293	310	311
281	282	299
285	286	303
282	299	300
282	283	300
293	294	311
283	300	301
283	284	301
295	312	313
290	307	308
287	304	305
234	252	324
285	302	303
286	287	304
286	303	304
302	303	320
332	349	350
290	291	308
382	400	401
354	371	372
295	296	313
292	309	310
292	293	310
364	382	383
297	314	315
294	311	312
294	295	312
361	379	380
297	298	315
296	313	314
296	297	314
307	324	325
299	316	317
298	315	316
298	299	316
307	308	325
299	300	317
300	317	318
300	301	318
309	326	327
301	318	319
301	302	319
309	310	327
303	304	321
311	328	329
308	325	326
308	309	326
303	320	321
343	360	361
304	305	322
304	321	322
305	322	323
342	343	360
343	344	361
311	312	329
310	327	328
310	311	328
360	378	379
313	330	331
312	329	330
312	313	330
330	347	348
313	314	331
314	331	332
314	315	332
325	342	343
315	332	333
315	316	333
316	317	334
325	326	343
318	319	336
317	334	335
317	318	335
327	344	345
326	343	344
323	340	341
319	336	337
319	320	337
321	338	339
321	322	339
320	321	338
320	337	338
326	327	344
322	323	340
322	339	340
337	338	355
327	328	345
360	361	379
328	345	346
382	383	401
328	329	346
329	346	347
384	402	403
329	330	347
330	331	348
332	333	350
407	425	426
331	348	349
331	332	349
334	335	352
342	360	378
336	337	354
333	350	351
333	334	351
378	396	397
341	358	359
345	362	363
335	352	353
335	336	353
345	346	363
340	357	358
338	355	356
338	339	356
337	354	355
347	364	365
347	348	365
340	341	358
339	340	357
339	356	357
344	361	362
356	357	374
344	345	362
378	379	397
349	366	367
384	385	403
346	363	364
346	347	364
386	404	405
349	350	367
348	365	366
348	349	366
402	420	421
351	368	369
350	367	368
350	351	368
361	362	380
351	352	369
352	369	370
352	353	370
364	365	383
353	370	371
353	354	371
354	355	372
400	418	419
342	378	396
324	342	396
359	376	377
358	375	376
355	372	373
363	381	382
356	373	374
358	359	376
357	358	375
357	374	375
363	364	382
373	374	392
366	384	385
398	416	417
366	367	385
398	399	417
365	383	384
365	366	384
427	428	446
396	414	415
368	386	387
367	385	386
396	397	415
367	368	386
368	369	387
400	401	419
379	397	398
369	387	388
369	370	388
370	388	389
402	403	421
370	371	389
371	389	390
371	372	390
422	440	441
379	380	398
372	390	391
372	373	391
374	375	393
404	422	423
397	415	416
385	403	404
391	392	410
374	392	393
375	376	394
375	393	394
376	377	395
376	394	395
381	399	400
126	234	414
324	396	414
381	382	400
234	324	414
385	386	404
383	401	402
383	384	402
443	461	462
386	387	405
416	434	435
387	405	406
387	388	406
414	432	433
388	406	407
414	415	433
388	389	407
389	390	408
416	417	435
443	444	462
418	436	437
390	408	409
390	391	409
418	419	437
397	398	416
393	394	412
404	405	423
420	438	439
391	409	410
392	393	411
392	410	411
393	411	412
394	395	413
394	412	413
415	433	434
461	479	480
434	452	453
126	414	432
406	424	425
399	417	418
399	400	418
