281.3686,7.1228
281.4541,6.9834
281.5442,6.8485
281.6162,6.727
281.6882,6.628
281.7422,6.547
281.7962,6.4525
281.8322,6.3625
281.8727,6.2679
281.9275,6.1355
281.9635,6.0665
281.9901,5.9577
282.0167,5.8489
282.0347,5.6776
282.0527,5.5063
282.0229,5.3411
281.9931,5.1759
281.9633,5.0107
281.9335,4.8455
281.9007,4.7498
281.868,4.654
281.8353,4.5583
281.8025,4.4626
281.7697,4.3668
281.737,4.2711
281.7043,4.1753
281.6715,4.0796
281.6315,3.9954
281.5915,3.9111
281.5515,3.8268
281.5115,3.7426
281.4715,3.6583
281.4315,3.5741
281.3915,3.4899
281.3515,3.4056
281.2887,3.3291
281.2258,3.2526
281.1629,3.1761
281.1,3.0996
281.0371,3.0231
280.9742,2.9466
280.9113,2.8701
280.8485,2.7936
280.7703,2.7054
280.692,2.6171
280.6137,2.5289
280.5355,2.4406
280.4573,2.3523
280.379,2.2641
280.3007,2.1759
280.2225,2.0876
280.1599,2.022
280.0973,1.9564
280.0346,1.8907
279.972,1.8251
279.9094,1.7594
279.8468,1.6938
279.7842,1.6282
279.7215,1.5626
279.651,1.4386
279.5805,1.3146
279.51,1.1906
279.4395,1.0666
279.3612,0.9113
279.283,0.7561
279.2047,0.6008
279.1265,0.4456
279.0837,0.3561
279.041,0.2666
278.9982,0.1771
278.9555,0.0876
278.9128,-0.0019
278.87,-0.0914
278.8272,-0.1809
278.7845,-0.2704
278.7612,-0.3718
278.738,-0.4731
278.7148,-0.5745
278.6915,-0.6759
278.6683,-0.7772
278.645,-0.8786
278.6217,-0.98
278.5985,-1.0814
278.5755,-1.1713
278.5525,-1.2611
278.5295,-1.351
278.5065,-1.4409
278.4835,-1.5308
278.4605,-1.6206
278.4375,-1.7105
278.4145,-1.8004
278.4313,-1.9562
278.448,-2.1119
278.4647,-2.2676
278.4815,-2.4234
278.4515,-2.5641
278.4215,-2.7049
278.3915,-2.8457
278.3615,-2.9864
278.3255,-3.0782
278.2896,-3.17
278.2536,-3.2618
278.2177,-3.3537
278.1817,-3.4455
278.1458,-3.5373
278.1099,-3.6292
278.074,-3.721
278.0635,-3.8189
278.053,-3.9167
278.0425,-4.0146
278.032,-4.1125
278.0215,-4.2104
278.011,-4.3082
278.0005,-4.4061
277.99,-4.504
277.9915,-4.5976
277.993,-4.6913
277.9945,-4.7849
277.996,-4.8785
277.9975,-4.9721
277.999,-5.0657
278.0005,-5.1593
278.002,-5.253
278.0075,-5.3468
278.013,-5.4405
278.0185,-5.5343
278.024,-5.628
278.0295,-5.7218
278.035,-5.8155
278.0405,-5.9093
278.046,-6.003
278.0885,-6.166
278.131,-6.329
278.1735,-6.492
278.216,-6.655
278.2747,-6.8178
278.3335,-6.9805
278.3922,-7.1433
278.451,-7.306
278.4945,-7.4765
278.538,-7.647
278.5815,-7.8175
278.625,-7.988
278.6668,-8.0726
278.7085,-8.1572
